"Cmdlet","RuleName","Message"
"New-AzManagedServicesDefinition","Unknown ParameterName","""New-AzManagedServicesDefinition ""Test definition"""" is not explicitly assigned to a parameter."
"New-AzManagedServicesDefinition","Unassigned Variable","""New-AzManagedServicesDefinition -Authorization $permantAuth is a null-valued parameter value."""
"Get-AzMapsAccount","Unrecognized_Cmdlet_Name","""Get-AzMapsAccount"" is not a valid command name."
"Get-AzMapsAccountKey","Unrecognized_Cmdlet_Name","""AZPcJC8OCNCpqRsnj1NB3Ngl-qQncBP5IT21jts_2b0"" is not a valid command name."
"Update-AzMapsCreator","Unrecognized_Cmdlet_Name","""Get-AzMapsCreator"" is not a valid command name."
"Get-AzMariaDbConnectionString","ExpectedExpression","An expression was expected after '('."
"Get-AzMariaDbConnectionString","MissingExpressionAfterToken","Missing expression after ','."
"Get-AzMariaDbConnectionString","UnexpectedToken","Unexpected token 'NULL' in expression or statement."
"Get-AzMariaDbConnectionString","MissingEndParenthesisInExpression","Missing closing ')' in expression."
"Get-AzMariaDbConnectionString","UnexpectedToken","Unexpected token ')' in expression or statement."
"Get-AzMariaDbConnectionString","Unrecognized_Cmdlet_Name","""mysqli_init"" is not a valid command name."
"Get-AzMariaDbConnectionString","Unrecognized_Cmdlet_Name","""mysqli_ssl_set"" is not a valid command name."
"Get-AzMariaDbConnectionString","Unrecognized_Cmdlet_Name","""mysqli_real_connect"" is not a valid command name."
"Get-AzMariaDbConnectionString","Unrecognized_Cmdlet_Name","""ca-cert"" is not a valid command name."
"Get-AzMariaDbConnectionString","Unrecognized_Cmdlet_Name","""your_password"" is not a valid command name."
"Get-AzMariaDbConnectionString","Unrecognized_Cmdlet_Name","""your_database"" is not a valid command name."
"Get-AzMariaDbFirewallRule","Unrecognized_Cmdlet_Name","""fr-cfgl3y"" is not a valid command name."
"Get-AzMariaDbFirewallRule","Unrecognized_Cmdlet_Name","""fr-usc9na"" is not a valid command name."
"Get-AzMariaDbVirtualNetworkRule","Unrecognized_Cmdlet_Name","""vnetrule-QdMJpU"" is not a valid command name."
"Get-AzMariaDbVirtualNetworkRule","Unrecognized_Cmdlet_Name","""vnetrule-Adsefc"" is not a valid command name."
"Get-AzMariaDbVirtualNetworkRule","Unrecognized_Cmdlet_Name","""vnetrule-QdMJpU"" is not a valid command name."
"New-AzMariaDbVirtualNetworkRule","Incorrect ParameterType","""New-AzMariaDbVirtualNetworkRule -SubnetId $vnet.Subnets[0].Id"" is not an expected parameter type."
"Remove-AzMariaDbVirtualNetworkRule","Unrecognized_Cmdlet_Name","""Remove-AzMariaDbVirtualNetworkRule"" is not a valid command name."
"Restore-AzMariaDbServer","Unrecognized_Cmdlet_Name","""restore-db01"" is not a valid command name."
"Restore-AzMariaDbServer","Unrecognized_Parameter_Name","""Restore-AzMariaDbServer -UsePointInTimeRestore"" is not a valid parameter name."
"Restore-AzMariaDbServer","Incorrect ParameterType","""Restore-AzMariaDbServer -RestorePointInTime $(Get-Date)"" is not an expected parameter type."
"Restore-AzMariaDbServer","Unrecognized_Cmdlet_Name","""restore-db02"" is not a valid command name."
"Restore-AzMariaDbServer","Unrecognized_Parameter_Name","""Restore-AzMariaDbServer -UsePointInTimeRestore"" is not a valid parameter name."
"Restore-AzMariaDbServer","Incorrect ParameterType","""Restore-AzMariaDbServer -RestorePointInTime $(Get-Date)"" is not an expected parameter type."
"Update-AzMariaDbFirewallRule","Unrecognized_Cmdlet_Name","""fr-cfgl3y"" is not a valid command name."
"Update-AzMariaDbFirewallRule","Unrecognized_Cmdlet_Name","""fr-cfgl3y"" is not a valid command name."
"Update-AzMariaDbFirewallRule","Unrecognized_Cmdlet_Name","""fr-cfgl3y"" is not a valid command name."
"Update-AzMariaDbFirewallRule","Unknown ParameterName","""Update-AzMariaDbFirewallRule --ClientIPAddress"" is not explicitly assigned to a parameter."
"Update-AzMariaDbFirewallRule","Unknown ParameterName","""Update-AzMariaDbFirewallRule 0.0.0.2"" is not explicitly assigned to a parameter."
"Update-AzMariaDbServer","Incorrect ParameterType","""Update-AzMariaDbServer -StorageInMb (8192+1024)"" is not an expected parameter type."
"Update-AzMariaDbVirtualNetworkRule","Unrecognized_Cmdlet_Name","""vnetrule-QdMJpU"" is not a valid command name."
"Update-AzMariaDbVirtualNetworkRule","Incorrect ParameterType","""Update-AzMariaDbVirtualNetworkRule -SubnetId $vnet.Subnets[0].Id"" is not an expected parameter type."
"Copy-AzMarketplacePrivateStoreCollectionOffer","Incorrect ParameterType","""Copy-AzMarketplacePrivateStoreCollectionOffer -Payload $payload"" is not an expected parameter type."
"Get-AzMarketplaceCollectionToSubscriptionMapping","Incorrect ParameterType","""Get-AzMarketplaceCollectionToSubscriptionMapping -Payload @{SubscriptionId = ""53425a7b-4ac1-4729-8340-e1da5046212c""}"" is not an expected parameter type."
"Get-AzMarketplacePrivateStoreV1","Unrecognized_Cmdlet_Name","""Get-AzMarketplacePrivateStoreV1"" is not a valid command name."
"New-AzMarketplacePrivateStoreCollectionOffer","Incorrect ParameterType","""New-AzMarketplacePrivateStoreCollectionOffer -Plan $acc"" is not an expected parameter type."
"Set-AzMarketplaceBulkPrivateStoreCollectionAction","Incorrect ParameterType","""Set-AzMarketplaceBulkPrivateStoreCollectionAction -Payload @{Action = ""EnableCollections""; CollectionId = ""3ac32d8c-e888-4dc6-b4ff-be4d755af13a"", ""fdb889a1-cf3e-49f0-95b8-2bb012fa01f1"" }"" is not an expected parameter type."
"Set-AzMarketplacePrivateStoreCollectionOffer","Incorrect ParameterType","""New-AzMarketplacePrivateStoreCollectionOffer -Plan $acc"" is not an expected parameter type."
"Set-AzMarketplacePrivateStoreOffer","Unknown ParameterName","""Set-AzMarketplacePrivateStoreOffer (""PublisherEnterpriseLinux72"", ""PublisherEnterpriseLinux72-ARM"", ""PublisherEnterpriseLinux73"", ""PublisherEnterpriseLinux73-ARM "", ""PublisherEnterpriseLinux73-ARM-pr"")"" is not explicitly assigned to a parameter."
"Set-AzMarketplacePrivateStoreOffer","Unknown ParameterName","""Set-AzMarketplacePrivateStoreOffer (""PublisherEnterpriseLinux72"", ""PublisherEnterpriseLinux72-ARM"", ""PublisherEnterpriseLinux73"")"" is not explicitly assigned to a parameter."
"Set-AzMarketplacePrivateStoreOffer","Unknown ParameterName","""Set-AzMarketplacePrivateStoreOffer (""PublisherEnterpriseLinux73-pr"")"" is not explicitly assigned to a parameter."
"Set-AzMarketplaceTerms","Unassigned Variable","""Set-AzMarketplaceTerms -Terms $agreementTerms is a null-valued parameter value."""
"New-AzMediaService","Incorrect ParameterType","""New-AzMediaService -StorageAccountId $StorageAccount.Id"" is not an expected parameter type."
"New-AzMediaService","Incorrect ParameterType","""New-AzMediaServiceStorageConfig -StorageAccountId $StorageAccount1.Id"" is not an expected parameter type."
"New-AzMediaService","Incorrect ParameterType","""New-AzMediaServiceStorageConfig -StorageAccountId $StorageAccount2.Id"" is not an expected parameter type."
"New-AzMediaServiceStorageConfig","Unassigned Variable","""New-AzStorageAccount -ResourceGroupName $ResourceGroupName is a null-valued parameter value."""
"New-AzMediaServiceStorageConfig","Incorrect ParameterType","""New-AzMediaServiceStorageConfig -StorageAccountId $StorageAccount.Id"" is not an expected parameter type."
"Set-AzMediaService","Unassigned Variable","""Set-AzMediaService -StorageAccounts $StorageAccounts is a null-valued parameter value."""
"Sync-AzMediaServiceStorageKey","Incorrect ParameterType","""Sync-AzMediaServiceStorageKey -StorageAccountId $StorageAccount.Id"" is not an expected parameter type."
"Initialize-AzMigrateReplicationInfrastructure","Unrecognized_Parameter_Name","""Initialize-AzMigrateReplicationInfrastructure -Vmwareagentless"" is not a valid parameter name."
"New-AzMigrateReplicationPolicy","Incorrect ParameterType","""New-AzMigrateReplicationPolicy -ProviderSpecificInput $providerSpecificPolicy"" is not an expected parameter type."
"New-AzMigrateReplicationProtectionContainerMapping","Incorrect ParameterType","""New-AzMigrateReplicationProtectionContainerMapping -ProviderSpecificInput $providerSpecificInput"" is not an expected parameter type."
"New-AzMigrateServerReplication","Incorrect ParameterType","""New-AzMigrateServerReplication -DiskToInclude $DisksToInclude"" is not an expected parameter type."
"Set-AzMigrateServerReplication","Incorrect ParameterType","""Set-AzMigrateServerReplication -DiskToUpdate $DiskMapping"" is not an expected parameter type."
"Start-AzMigrateServerMigration","Unrecognized_Cmdlet_Name","""Start-AzMigrateServerMigration"" is not a valid command name."
"Start-AzMigrateTestMigration","TerminatorExpectedAtEndOfString","The string is missing the terminator: '."
"Start-AzMigrateTestMigration","TerminatorExpectedAtEndOfString","The string is missing the terminator: '."
"Start-AzMigrateTestMigration","Unrecognized_Cmdlet_Name","""Get-AzMigrateServerReplication"" is not a valid command name."
"Start-AzMigrateTestMigration","Unassigned Variable","""Get-AzMigrateServerReplication -TargetObjectID $env.srsMachineId is a null-valued parameter value."""
"Start-AzMigrateTestMigration","Unassigned Variable","""Get-AzMigrateServerReplication -SubscriptionId $env.srsSubscriptionId is a null-valued parameter value."""
"Start-AzMigrateTestMigrationCleanup","Unassigned Variable","""Get-AzMigrateServerReplication -TargetObjectID $env.srsMachineId is a null-valued parameter value."""
"Start-AzMigrateTestMigrationCleanup","Unassigned Variable","""Get-AzMigrateServerReplication -SubscriptionId $env.srsSubscriptionId is a null-valued parameter value."""
"Start-AzMigrateTestMigrationCleanup","Unassigned Variable","""Start-AzMigrateTestMigrationCleanup -InputObject $ob is a null-valued parameter value."""
"New-AzRemoteRenderingAccount","Unrecognized_Cmdlet_Name","""New-AzureRmRemoteRenderingAccount"" is not a valid command name."
"New-AzSpatialAnchorsAccount","Unrecognized_Cmdlet_Name","""New-AzureRmSpatialAnchorsAccount"" is not a valid command name."
"Add-AzAutoscaleSetting","Incorrect ParameterType","""New-AzAutoscaleProfile -Rule $Rule1, $Rule2"" is not an expected parameter type."
"Add-AzAutoscaleSetting","Incorrect ParameterType","""New-AzAutoscaleProfile -Rule $Rule1, $Rule2"" is not an expected parameter type."
"Add-AzAutoscaleSetting","Incorrect ParameterType","""New-AzAutoscaleProfile -ScheduleHour 5, 10, 15"" is not an expected parameter type."
"Add-AzAutoscaleSetting","Incorrect ParameterType","""New-AzAutoscaleProfile -ScheduleMinute 15, 30, 45"" is not an expected parameter type."
"Add-AzAutoscaleSetting","Incorrect ParameterType","""Add-AzAutoscaleSetting -AutoscaleProfile $Profile1, $Profile2"" is not an expected parameter type."
"Add-AzAutoscaleSetting","RedirectionNotSupported","The '<' operator is reserved for future use."
"Add-AzAutoscaleSetting","Unassigned Parameter","""Add-AzAutoscaleSetting -AutoscaleProfile"" must be assigned with a value."
"Add-AzLogProfile","RedirectionNotSupported","The '<' operator is reserved for future use."
"Add-AzLogProfile","RedirectionNotSupported","The '<' operator is reserved for future use."
"Add-AzLogProfile","Unassigned Parameter","""Add-AzLogProfile -RetentionInDays"" must be assigned with a value."
"Add-AzLogProfile","Unassigned Parameter","""Add-AzLogProfile -ServiceBusRuleId"" must be assigned with a value."
"Add-AzMetricAlertRuleV2","Capitalization Conventions","""Add-AzMetricAlertRuleV2"" doesn't follow the Capitalization Conventions."
"Add-AzMetricAlertRuleV2","Unassigned Variable","""Add-AzMetricAlertRuleV2 -ActionGroup $act is a null-valued parameter value."""
"Add-AzMetricAlertRuleV2","Unassigned Variable","""Add-AzMetricAlertRuleV2 -Condition $condition is a null-valued parameter value."""
"Add-AzMetricAlertRuleV2","Capitalization Conventions","""Add-AzMetricAlertRuleV2"" doesn't follow the Capitalization Conventions."
"Add-AzMetricAlertRuleV2","Unassigned Variable","""Add-AzMetricAlertRuleV2 -ActionGroup $act is a null-valued parameter value."""
"Add-AzMetricAlertRuleV2","Unassigned Variable","""Add-AzMetricAlertRuleV2 -Condition $condition is a null-valued parameter value."""
"Add-AzMetricAlertRuleV2","Capitalization Conventions","""Get-AzMetricAlertRuleV2"" doesn't follow the Capitalization Conventions."
"Add-AzMetricAlertRuleV2","Capitalization Conventions","""Add-AzMetricAlertRuleV2"" doesn't follow the Capitalization Conventions."
"Add-AzMetricAlertRuleV2","Capitalization Conventions","""New-AzMetricAlertRuleV2DimensionSelection"" doesn't follow the Capitalization Conventions."
"Add-AzMetricAlertRuleV2","Capitalization Conventions","""New-AzMetricAlertRuleV2DimensionSelection"" doesn't follow the Capitalization Conventions."
"Add-AzMetricAlertRuleV2","Capitalization Conventions","""New-AzMetricAlertRuleV2Criteria"" doesn't follow the Capitalization Conventions."
"Add-AzMetricAlertRuleV2","Capitalization Conventions","""Add-AzMetricAlertRuleV2"" doesn't follow the Capitalization Conventions."
"Add-AzMetricAlertRuleV2","Incorrect ParameterType","""New-AzMetricAlertRuleV2Criteria -DimensionSelection $dim1,$dim2"" is not an expected parameter type."
"Add-AzMetricAlertRuleV2","Incorrect ParameterType","""Add-AzMetricAlertRuleV2 -Condition $criteria"" is not an expected parameter type."
"Add-AzMetricAlertRuleV2","Incorrect ParameterType","""Add-AzMetricAlertRuleV2 -ActionGroup $act"" is not an expected parameter type."
"Add-AzWebtestAlertRule","Unrecognized_Parameter_Name","""Add-AzWebtestAlertRule -Failed"" is not a valid parameter name."
"Disable-AzActivityLogAlert","Unrecognized_Parameter_Name","""Get-AzActivityLogAlert -ResourceGroup"" is not a valid parameter name."
"Enable-AzActivityLogAlert","Unrecognized_Parameter_Name","""Get-AzActivityLogAlert -ResourceGroup"" is not a valid parameter name."
"Get-AzActionGroup","Unrecognized_Parameter_Name","""Get-AzActionGroup -ResourceGroup"" is not a valid parameter name."
"Get-AzActionGroup","Unrecognized_Parameter_Name","""Get-AzActionGroup -ResourceGroup"" is not a valid parameter name."
"Get-AzAutoscaleHistory","MissingArgument","Missing argument in parameter list."
"Get-AzAutoscaleHistory","MissingExpression","Missing expression after ',' in pipeline element."
"Get-AzAutoscaleHistory","Unrecognized_Cmdlet_Name","""Web-EastUS/providers/microsoft.web/serverFarms/DefaultServerFarm"",

                       Web-EastUS/providers/microsoft.web/serverFarms/DefaultServerFarm"""" is not a valid command name."
"Get-AzDataCollectionRule","Unrecognized_Parameter_Name","""Get-AzDataCollectionRule -ResourceGroup"" is not a valid parameter name."
"Get-AzDataCollectionRule","Unrecognized_Parameter_Name","""Get-AzDataCollectionRule -ResourceGroup"" is not a valid parameter name."
"Get-AzDataCollectionRuleAssociation","Unassigned Variable","""Get-AzVM -ResourceGroupName $rg is a null-valued parameter value."""
"Get-AzDataCollectionRuleAssociation","Unassigned Variable","""Get-AzVM -Name $vmName is a null-valued parameter value."""
"Get-AzDataCollectionRuleAssociation","Incorrect ParameterType","""Get-AzDataCollectionRuleAssociation -TargetResourceId $vm.Id"" is not an expected parameter type."
